timesteps,reward,rewD_sum,rewN_sum,rewP_sum,MD_sum,N_sum
2048,16.9,10.741024130704634,0.0,17.469171005699998,0.0,0.0
4096,10.2,6.682186338605945,0.0,10.910626943,0.0,0.0
6144,11.3,7.682424486396734,0.0,12.054760444,0.0,0.0
8192,7.3,4.872559117402042,0.0,8.15244555,0.0,0.0
10240,6.7,4.610384329624649,0.0,7.279558879999999,0.0,0.0
12288,8.9,6.051644836311384,0.0,9.436303051,0.0,0.0
14336,16.2,10.78110254273366,0.0,16.872084905,0.0,0.0
16384,13.0,8.740046567700084,0.0,13.639863352999999,0.0,0.0
18432,9.8,6.461079067373804,0.0,10.3810759149,0.0,0.0
20480,16.2,9.871339518813963,0.0,16.7273173407,0.0,0.0
22528,13.9,8.899097342197603,0.0,14.794535862,0.0,0.0
24576,12.8,8.836546267797385,0.0,13.408372764000001,0.0,0.0
26624,14.1,8.698716714657312,0.0,14.718611042499997,0.0,0.0
28672,17.4,11.1603201093248,0.0,18.118921355,0.0,0.0
30720,18.8,12.97653380979143,0.0,19.565193824999998,0.0,0.0
32768,18.9,12.807611840315166,0.0,19.511122016699996,0.0,0.0
34816,16.8,11.779303192944937,0.0,17.368713295499997,0.0,0.0
36864,11.0,6.865027571723607,0.0,11.517093952999998,0.0,0.0
38912,9.1,5.839427032730141,0.0,9.56575543512,0.0,0.0
40960,19.7,10.22716278228178,0.0,20.155454059,0.0,0.0
43008,17.3,11.179428632342086,0.0,17.663711469,0.0,0.0
45056,16.5,10.239574046971617,0.0,17.072489363,0.0,0.0
47104,8.5,5.643855198081259,0.0,9.370803556,0.0,0.0
49152,17.5,10.35013686493387,0.0,18.0507612407,0.0,0.0
51200,8.1,5.597505476295441,0.0,8.6467629773,0.0,0.0
53248,13.0,7.1101556782423385,0.0,13.750303206999998,0.0,0.0
55296,13.6,9.273284579490783,0.0,14.143001139699999,0.0,0.0
57344,13.3,8.177532800690875,0.0,14.071167247,0.0,0.0
59392,17.7,12.231769272431482,0.0,18.213650652,0.0,0.0
61440,18.9,12.050860361973282,0.0,19.4501818814,0.0,0.0
63488,21.2,12.252142776280618,0.0,21.803135875,0.0,0.0
65536,26.9,16.687777377409056,0.0,27.486242333,0.0,0.0
67584,15.3,9.545760387839945,0.0,15.925602012299999,0.0,0.0
69632,17.0,10.358499128803444,0.0,17.681209539,0.0,0.0
71680,17.0,11.194863863000377,0.0,17.5002216406,0.0,0.0
73728,22.5,15.476435158229682,0.0,23.019563813,0.0,0.0
75776,20.0,12.977342437439399,0.0,20.226710527,0.0,0.0
77824,26.6,16.217721536734704,0.0,26.766808345000005,0.0,0.0
79872,14.4,8.859242726760323,0.0,15.050793231699998,0.0,0.0
81920,23.4,15.735958382832091,0.0,24.181808044,0.0,0.0
83968,15.3,10.583693395423813,0.0,15.801760115499999,0.0,0.0
86016,19.4,11.516958956052749,0.0,19.875995275,0.0,0.0
88064,20.5,13.911681258646613,0.0,20.980309163999998,0.0,0.0
90112,23.3,13.893170092876636,0.0,23.732611533000004,0.0,0.0
92160,17.2,10.507516391975589,0.0,17.839762575,0.0,0.0
94208,20.0,13.624184264593808,0.0,20.597592219699997,0.0,0.0
96256,23.7,14.616001501677227,0.0,24.2625032595,0.0,0.0
98304,28.1,18.176399327072275,0.0,28.775498011999996,0.0,0.0
100352,18.8,12.339762914789052,0.0,19.385396402,0.0,0.0
102400,24.6,15.926576586144364,0.0,25.449962704999997,0.0,0.0
104448,17.8,12.175528795247223,0.0,18.191828374700002,0.0,0.0
106496,27.3,16.764744327023344,0.0,27.810746498999997,0.0,0.0
108544,24.1,14.24360233624916,0.0,24.6606973147,0.0,0.0
110592,27.4,17.862107850613018,0.0,27.879082037,0.0,0.0
112640,12.8,9.133847654588234,0.0,13.4954807007,0.0,0.0
114688,24.9,14.187665752127936,0.0,25.469519339999998,0.0,0.0
116736,34.6,20.83686002422728,0.0,34.902047589999995,0.0,0.0
118784,15.7,10.61472946413694,0.0,15.863090117299999,0.0,0.0
120832,24.9,15.95851871981227,0.0,25.412072797,0.0,0.0
122880,26.7,16.27652279195018,0.0,27.26298762,0.0,0.0
124928,23.7,14.958439587363705,0.0,24.439928179,0.0,0.0
126976,35.3,22.620858687071,0.0,35.4977338237,0.0,0.0
129024,25.5,17.68609816920269,0.0,25.849318093,0.0,0.0
131072,22.8,15.115273912385934,0.0,23.359330449999998,0.0,0.0
133120,20.1,14.275062722796928,0.0,20.547003532999998,0.0,0.0
135168,19.6,13.013347336631847,0.0,20.116454069,0.0,0.0
137216,29.2,18.487897512737657,0.0,29.668453788700003,0.0,0.0
139264,17.1,11.479345559091739,0.0,17.879252013999995,0.0,0.0
141312,26.1,16.12713188209434,0.0,26.566731917,0.0,0.0
143360,20.8,13.666255001538918,0.0,21.239515358,0.0,0.0
145408,19.2,12.839802708083974,0.0,19.592160422699997,0.0,0.0
147456,24.2,16.60856942779605,0.0,24.691544837,0.0,0.0
149504,28.1,18.196851269157968,0.0,28.545061167,0.0,0.0
151552,21.7,15.23181986005305,0.0,22.186403779,0.0,0.0
153600,25.3,17.765979456245507,0.0,25.7232073108,0.0,0.0
155648,25.9,17.092065397545422,0.0,26.312127299999997,0.0,0.0
157696,29.0,18.703575355035998,0.0,29.583376803,0.0,0.0
159744,21.0,13.133710748015298,0.0,21.470936619,0.0,0.0
161792,20.3,13.270311576536841,0.0,20.67035293,0.0,0.0
163840,28.4,19.4355907755102,0.0,28.670388751499996,0.0,0.0
165888,24.6,17.298338744664193,0.0,25.100282722,0.0,0.0
167936,28.4,19.136953321725525,0.0,28.676213364,0.0,0.0
169984,19.9,13.26685123669209,0.0,20.3107268968,0.0,0.0
172032,25.7,16.684933010879757,0.0,26.226174635999996,0.0,0.0
174080,26.6,18.438437650600072,0.0,27.217717041999997,0.0,0.0
176128,37.8,22.945588956574735,0.0,38.200730668,0.0,0.0
178176,24.8,15.867501770177649,0.0,25.388674271,0.0,0.0
180224,17.7,12.004956196254394,0.0,18.2016807995,0.0,0.0
182272,23.3,15.689100113998729,0.0,23.517398455699997,0.0,0.0
184320,34.8,21.39510961820861,0.0,35.1059757364,0.0,0.0
186368,31.8,23.541683656481702,0.0,32.1123179587,0.0,0.0
188416,27.5,18.259624194255572,0.0,27.857088093999998,0.0,0.0
190464,33.2,21.42669725026992,0.0,33.5991024887,0.0,0.0
192512,33.3,21.632706272728228,0.0,33.728036612699995,0.0,0.0
194560,25.2,15.922183623220965,0.0,25.4336811047,0.0,0.0
196608,33.3,22.968091325945114,0.0,33.758504640299996,0.0,0.0
198656,32.5,21.590389483686074,0.0,32.767014370700004,0.0,0.0
200704,29.4,17.93107537605849,0.0,29.789881435,0.0,0.0
202752,26.7,17.295647607141312,0.0,27.181355452000002,0.0,0.0
204800,15.9,10.959516170849858,0.0,16.372080036600003,0.0,0.0
206848,19.6,12.994674275641438,0.0,20.001317602999997,0.0,0.0
208896,24.8,14.092306927356901,0.0,25.295147969,0.0,0.0
210944,35.4,22.25675834664373,0.0,35.724312417700006,0.0,0.0
212992,40.3,26.28220686730873,0.0,40.552046394,0.0,0.0
215040,15.8,12.023329812304102,0.0,16.3704153893,0.0,0.0
217088,23.6,15.49901815953962,0.0,24.008985498999998,0.0,0.0
219136,32.3,22.038776088978544,0.0,32.67600163,0.0,0.0
221184,30.3,21.864466416670673,0.0,30.606592417799998,0.0,0.0
223232,28.8,18.574990366406453,0.0,29.300307593299998,0.0,0.0
225280,34.7,22.67531917078226,0.0,35.156465836,0.0,0.0
227328,40.2,27.978657187167478,0.0,40.325945715,0.0,0.0
229376,14.1,8.969762127560251,0.0,14.892481331399997,0.0,0.0
231424,29.3,19.869284335811013,0.0,29.54160788400001,0.0,0.0
233472,31.1,20.947030022191377,0.0,31.498170949000002,0.0,0.0
235520,34.8,22.604039398637568,0.0,35.040752057,0.0,0.0
237568,22.7,15.816205809370222,0.0,23.279324292000002,0.0,0.0
239616,38.2,25.65126020110103,0.0,38.3445108923,0.0,0.0
241664,24.8,17.118235042392495,0.0,25.197556936,0.0,0.0
243712,35.7,22.992046760437674,0.0,35.935060204,0.0,0.0
245760,33.5,22.382821638342357,0.0,33.684780338,0.0,0.0
247808,27.6,19.694317768357635,0.0,28.08527811,0.0,0.0
249856,27.5,19.603258103685455,0.0,27.964824036499998,0.0,0.0
251904,23.8,15.809250041795963,0.0,24.195489419,0.0,0.0
253952,34.8,22.1859973253383,0.0,35.291926442,0.0,0.0
256000,29.9,19.206692640688708,0.0,30.471884044,0.0,0.0
258048,45.8,28.137045412854388,0.0,45.821433584,0.0,0.0
260096,31.1,21.613833366180582,0.0,31.3047752652,0.0,0.0
262144,34.6,22.87327739471862,0.0,35.0006732457,0.0,0.0
264192,29.3,19.111739675432112,0.0,29.543145888000005,0.0,0.0
266240,27.4,18.460968809923223,0.0,27.871840802999998,0.0,0.0
268288,30.7,20.213398096864054,0.0,31.303267490999996,0.0,0.0
270336,24.9,15.456598191436413,0.0,25.287412804,0.0,0.0
272384,27.0,20.783752620336532,0.0,27.578591092,0.0,0.0
274432,28.6,17.664822747132895,0.0,28.8030449186,0.0,0.0
276480,23.2,15.378221395024147,0.0,23.842034593999998,0.0,0.0
278528,35.0,23.97669576290995,0.0,35.5013592487,0.0,0.0
280576,36.8,24.348348138890373,0.0,36.992776812,0.0,0.0
282624,26.5,17.495247514564127,0.0,26.9720874787,0.0,0.0
284672,33.6,21.319046991417736,0.0,33.894957132,0.0,0.0
286720,32.9,21.868017036023538,0.0,33.362456895,0.0,0.0
288768,34.0,24.06013281495736,0.0,34.367275894,0.0,0.0
290816,39.6,27.649439573683367,0.0,39.859337579,0.0,0.0
292864,29.2,20.05617125929382,0.0,29.284332700000004,0.0,0.0
294912,33.7,25.667712743483577,0.0,34.097611179,0.0,0.0
296960,28.6,18.62670898251327,0.0,28.992862807999995,0.0,0.0
299008,24.5,17.704896590025193,0.0,24.735434506,0.0,0.0
301056,26.1,17.51751399100589,0.0,26.479615680000002,0.0,0.0
303104,38.1,25.83957454805822,0.0,38.2961735312,0.0,0.0
305152,34.2,21.439330678106423,0.0,34.42215145070001,0.0,0.0
307200,24.8,16.054279699496654,0.0,25.2005243297,0.0,0.0
309248,30.7,19.32808317478932,0.0,31.1732280843,0.0,0.0
311296,34.2,22.55999100773692,0.0,34.564041794,0.0,0.0
